Date,TAVG (orig),TAVG(Calc F),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches),location
4/19/2014,,51.00,64.00,38.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/20/2014,,0.00,,,0.00,0.00,,bridgeview
4/20/2014,,0.00,,,0.00,0.00,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
4/20/2014,,62.50,78.00,47.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/21/2014,,0.00,,,0.00,0.00,,bridgeview
4/21/2014,,0.00,,,0.00,0.00,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
4/21/2014,,68.50,78.00,59.00,0.51,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/22/2014,,0.00,,,0.33,,,bridgeview
4/22/2014,,0.00,,,0.71,0.00,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
4/22/2014,,50.00,60.00,40.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/23/2014,,0.00,,,0.00,0.00,,bridgeview
4/23/2014,,0.00,,,0.00,0.00,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
4/23/2014,,44.00,51.00,37.00,0.02,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/24/2014,,0.00,,,0.02,,,bridgeview
4/24/2014,,0.00,,,0.04,0.00,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
4/24/2014,,52.50,64.00,41.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/25/2014,,0.00,,,,,,bridgeview
4/25/2014,,0.00,,,0.24,0.00,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
4/25/2014,,58.00,69.00,47.00,0.24,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/26/2014,,0.00,,,0.00,0.00,,bridgeview
4/26/2014,,0.00,,,0.00,0.00,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
4/26/2014,,50.00,60.00,40.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/27/2014,,0.00,,,0.00,0.00,,bridgeview
4/27/2014,,0.00,,,0.03,0.00,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
4/27/2014,,51.50,61.00,42.00,0.03,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/28/2014,,0.00,,,0.27,,,bridgeview
4/28/2014,,0.00,,,0.03,0.00,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
4/28/2014,,52.50,58.00,47.00,0.48,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/29/2014,,0.00,,,0.37,,,bridgeview
4/29/2014,,0.00,,,0.47,0.00,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
4/29/2014,,58.50,67.00,50.00,0.11,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
4/30/2014,,0.00,,,0.02,,,bridgeview
4/30/2014,,0.00,,,0.28,0.00,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
4/30/2014,,49.50,53.00,46.00,0.12,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/1/2014,,0.00,,,0.02,,,bridgeview
5/1/2014,,0.00,,,0.03,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/1/2014,,46.50,50.00,43.00,0.09,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/2/2014,,0.00,,,0.07,,,bridgeview
5/2/2014,,0.00,,,0.10,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/2/2014,,63.50,80.00,47.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/3/2014,,0.00,,,0.05,,,bridgeview
5/3/2014,,0.00,,,0.05,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/3/2014,,58.50,68.00,49.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/4/2014,,0.00,,,0.00,0.00,,bridgeview
5/4/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/4/2014,,54.00,61.00,47.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/5/2014,,0.00,,,0.05,,,bridgeview
5/5/2014,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/5/2014,,52.00,59.00,45.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/6/2014,,0.00,,,0.00,0.00,,bridgeview
5/6/2014,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/6/2014,,54.00,63.00,45.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/7/2014,,0.00,,,0.00,0.00,,bridgeview
5/7/2014,,0.00,,,,,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/7/2014,,66.00,80.00,52.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/8/2014,,0.00,,,0.00,0.00,,bridgeview
5/8/2014,,0.00,,,0.00,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/8/2014,,80.50,93.00,68.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/9/2014,,0.00,,,1.14,,,bridgeview
5/9/2014,,0.00,,,0.83,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/9/2014,,66.50,76.00,57.00,1.43,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/10/2014,,0.00,,,0.41,,,bridgeview
5/10/2014,,0.00,,,0.55,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/10/2014,,64.50,77.00,52.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/11/2014,,0.00,,,0.00,0.00,,bridgeview
5/11/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/11/2014,,74.00,85.00,63.00,0.41,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/12/2014,,0.00,,,1.01,,,bridgeview
5/12/2014,,0.00,,,0.73,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/12/2014,,75.50,86.00,65.00,0.03,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/13/2014,,0.00,,,0.20,,,bridgeview
5/13/2014,,0.00,,,0.29,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/13/2014,,62.00,70.00,54.00,0.14,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/14/2014,,0.00,,,0.00,0.00,,bridgeview
5/14/2014,,0.00,,,0.02,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/14/2014,,50.50,57.00,44.00,0.06,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/15/2014,,0.00,,,0.22,,,bridgeview
5/15/2014,,0.00,,,0.38,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/15/2014,,49.50,57.00,42.00,0.26,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/16/2014,,0.00,,,0.06,,,bridgeview
5/16/2014,,0.00,,,0.26,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/16/2014,,43.00,45.00,41.00,0.08,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/17/2014,,0.00,,,0.07,,,bridgeview
5/17/2014,,0.00,,,0.11,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/17/2014,,51.00,61.00,41.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/18/2014,,0.00,,,0.00,0.00,,bridgeview
5/18/2014,,0.00,,,0.02,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/18/2014,,59.00,70.00,48.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/19/2014,,0.00,,,0.00,0.00,,bridgeview
5/19/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/19/2014,,62.00,71.00,53.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/20/2014,,0.00,,,0.00,0.00,,bridgeview
5/20/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/20/2014,,75.00,87.00,63.00,0.64,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/21/2014,,0.00,,,1.39,,,bridgeview
5/21/2014,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/21/2014,,78.50,89.00,68.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/22/2014,,0.00,,,0.00,0.00,,bridgeview
5/22/2014,,0.00,,,,,0.00,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/22/2014,,61.50,69.00,54.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/23/2014,,0.00,,,0.00,0.00,,bridgeview
5/23/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/23/2014,,59.50,68.00,51.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/24/2014,,0.00,,,0.00,0.00,,bridgeview
5/24/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/24/2014,,62.00,74.00,50.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/25/2014,,0.00,,,0.00,0.00,,bridgeview
5/25/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/25/2014,,69.50,85.00,54.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/26/2014,,0.00,,,0.00,0.00,,bridgeview
5/26/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/26/2014,,78.50,90.00,67.00,0.08,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/27/2014,,0.00,,,0.03,,,bridgeview
5/27/2014,,0.00,,,0.11,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/27/2014,,73.00,85.00,61.00,0.50,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/28/2014,,0.00,,,0.84,,,bridgeview
5/28/2014,,0.00,,,0.63,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/28/2014,,65.50,73.00,58.00,0.68,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/29/2014,,0.00,,,0.00,0.00,,bridgeview
5/29/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/29/2014,,67.00,77.00,57.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/30/2014,,0.00,,,0.00,0.00,,bridgeview
5/30/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/30/2014,,68.00,79.00,57.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
5/31/2014,,0.00,,,0.00,0.00,,bridgeview
5/31/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
5/31/2014,,74.50,89.00,60.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/1/2014,,0.00,,,0.00,0.00,,bridgeview
6/1/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/1/2014,,80.50,92.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/2/2014,,0.00,,,0.00,0.00,,bridgeview
6/2/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/2/2014,,77.00,85.00,69.00,0.20,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/3/2014,,0.00,,,0.17,,,bridgeview
6/3/2014,,0.00,,,0.14,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/3/2014,,76.00,82.00,70.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/4/2014,,0.00,,,0.03,,,bridgeview
6/4/2014,,0.00,,,0.00,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/4/2014,,65.00,72.00,58.00,0.12,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/5/2014,,0.00,,,0.12,,,bridgeview
6/5/2014,,0.00,,,0.27,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/5/2014,,65.50,75.00,56.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/6/2014,,0.00,,,0.00,0.00,,bridgeview
6/6/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/6/2014,,68.00,82.00,54.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/7/2014,,0.00,,,0.00,0.00,,bridgeview
6/7/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/7/2014,,73.50,85.00,62.00,0.12,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/8/2014,,0.00,,,0.25,,,bridgeview
6/8/2014,,0.00,,,0.36,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/8/2014,,62.50,70.00,55.00,0.21,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/9/2014,,0.00,,,,,,bridgeview
6/9/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/9/2014,,67.50,79.00,56.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/10/2014,,0.00,,,0.00,,,bridgeview
6/10/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/10/2014,,64.50,70.00,59.00,0.45,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/11/2014,,0.00,,,1.70,,,bridgeview
6/11/2014,,0.00,,,1.32,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/11/2014,,65.50,69.00,62.00,0.03,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/12/2014,,0.00,,,0.00,0.00,,bridgeview
6/12/2014,,0.00,,,0.05,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/12/2014,,72.50,82.00,63.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/13/2014,,0.00,,,0.00,0.00,,bridgeview
6/13/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/13/2014,,66.00,75.00,57.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/14/2014,,0.00,,,0.00,0.00,,bridgeview
6/14/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/14/2014,,68.50,80.00,57.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/15/2014,,0.00,,,0.00,0.00,,bridgeview
6/15/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/15/2014,,75.00,86.00,64.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/16/2014,,0.00,,,0.00,0.00,,bridgeview
6/16/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/16/2014,,79.50,90.00,69.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/17/2014,,0.00,,,0.00,0.00,,bridgeview
6/17/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/17/2014,,86.00,93.00,79.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/18/2014,,0.00,,,0.00,0.00,,bridgeview
6/18/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/18/2014,,74.00,85.00,63.00,0.80,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/19/2014,,0.00,,,1.28,,,bridgeview
6/19/2014,,0.00,,,0.81,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/19/2014,,71.00,82.00,60.00,0.39,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/20/2014,,0.00,,,0.55,,,bridgeview
6/20/2014,,0.00,,,0.21,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/20/2014,,76.00,86.00,66.00,0.03,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/21/2014,,0.00,,,0.01,,,bridgeview
6/21/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/21/2014,,74.00,85.00,63.00,0.73,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/22/2014,,0.00,,,1.21,,,bridgeview
6/22/2014,,0.00,,,0.59,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/22/2014,,74.00,82.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/23/2014,,0.00,,,0.11,,,bridgeview
6/23/2014,,0.00,,,0.07,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/23/2014,,76.50,84.00,69.00,0.16,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/24/2014,,0.00,,,0.14,,,bridgeview
6/24/2014,,0.00,,,0.41,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/24/2014,,77.50,85.00,70.00,1.15,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/25/2014,,0.00,,,1.61,,,bridgeview
6/25/2014,,0.00,,,0.07,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/25/2014,,70.50,79.00,62.00,0.02,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/26/2014,,0.00,,,0.11,,,bridgeview
6/26/2014,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/26/2014,,68.50,77.00,60.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/27/2014,,0.00,,,0.00,0.00,,bridgeview
6/27/2014,,0.00,,,0.00,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/27/2014,,76.50,91.00,62.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/28/2014,,0.00,,,0.00,0.00,,bridgeview
6/28/2014,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/28/2014,,81.50,88.00,75.00,0.16,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/29/2014,,0.00,,,0.20,,,bridgeview
6/29/2014,,0.00,,,,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/29/2014,,79.50,88.00,71.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
6/30/2014,,0.00,,,0.25,,,bridgeview
6/30/2014,,0.00,,,0.21,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
6/30/2014,,78.00,88.00,68.00,2.06,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/1/2014,,0.00,,,2.14,,,bridgeview
7/1/2014,,0.00,,,2.21,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/1/2014,,76.00,84.00,68.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/2/2014,,0.00,,,,,,bridgeview
7/2/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/2/2014,,66.00,74.00,58.00,0.12,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/3/2014,,0.00,,,,,,bridgeview
7/3/2014,,0.00,,,0.27,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/3/2014,,66.00,75.00,57.00,0.05,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/4/2014,,0.00,,,0.00,0.00,,bridgeview
7/4/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/4/2014,,69.50,79.00,60.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/5/2014,,0.00,,,0.00,0.00,,bridgeview
7/5/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/5/2014,,71.00,79.00,63.00,0.01,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/6/2014,,0.00,,,0.00,,,bridgeview
7/6/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/6/2014,,77.50,89.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/7/2014,,0.00,,,0.46,,,bridgeview
7/7/2014,,0.00,,,0.28,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/7/2014,,80.50,89.00,72.00,0.48,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/8/2014,,0.00,,,0.92,,,bridgeview
7/8/2014,,0.00,,,0.02,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/8/2014,,77.00,84.00,70.00,0.48,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/9/2014,,0.00,,,0.00,0.00,,bridgeview
7/9/2014,,0.00,,,1.12,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/9/2014,,72.50,81.00,64.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/10/2014,,0.00,,,0.00,0.00,,bridgeview
7/10/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/10/2014,,70.50,78.00,63.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/11/2014,,0.00,,,,,,bridgeview
7/11/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/11/2014,,73.00,83.00,63.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/12/2014,,0.00,,,1.64,,,bridgeview
7/12/2014,,0.00,,,0.03,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/12/2014,,75.50,81.00,70.00,3.31,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/13/2014,,0.00,,,2.84,,,bridgeview
7/13/2014,,0.00,,,3.15,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/13/2014,,78.50,86.00,71.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/14/2014,,0.00,,,0.00,0.00,,bridgeview
7/14/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/14/2014,,72.50,81.00,64.00,0.37,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/15/2014,,0.00,,,0.07,,,bridgeview
7/15/2014,,0.00,,,0.35,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/15/2014,,64.00,71.00,57.00,0.05,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/16/2014,,0.00,,,0.24,,,bridgeview
7/16/2014,,0.00,,,0.00,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/16/2014,,64.50,73.00,56.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/17/2014,,0.00,,,0.00,0.00,,bridgeview
7/17/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/17/2014,,68.00,78.00,58.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/18/2014,,0.00,,,,,,bridgeview
7/18/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/18/2014,,72.50,81.00,64.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/19/2014,,0.00,,,0.00,0.00,,bridgeview
7/19/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/19/2014,,71.00,80.00,62.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/20/2014,,0.00,,,0.00,0.00,,bridgeview
7/20/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/20/2014,,75.00,84.00,66.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/21/2014,,0.00,,,0.00,0.00,,bridgeview
7/21/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/21/2014,,77.50,87.00,68.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/22/2014,,0.00,,,0.00,0.00,,bridgeview
7/22/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/22/2014,,81.50,91.00,72.00,0.19,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/23/2014,,0.00,,,0.15,,,bridgeview
7/23/2014,,0.00,,,0.77,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/23/2014,,70.00,76.00,64.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/24/2014,,0.00,,,0.00,0.00,,bridgeview
7/24/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/24/2014,,67.50,75.00,60.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/25/2014,,0.00,,,0.00,0.00,,bridgeview
7/25/2014,,0.00,,,0.00,0.00,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/25/2014,,68.50,77.00,60.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/26/2014,,0.00,,,0.00,,,bridgeview
7/26/2014,,0.00,,,0.00,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/26/2014,,77.50,85.00,70.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/27/2014,,0.00,,,0.00,0.00,,bridgeview
7/27/2014,,0.00,,,0.03,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/27/2014,,77.50,89.00,66.00,0.04,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/28/2014,,0.00,,,0.13,,,bridgeview
7/28/2014,,0.00,,,0.04,,,"CHICAGO 5.5 ESE, IL US (US1ILCK0014)"
7/28/2014,,67.50,73.00,62.00,0.00,,,"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
7/29/2014,,0.00,,,0.00,0.00,,bridgeview
